name,description,category,muscle,equipment,difficulty,rating,rating_description,image_url,primary_muscle,muscle_region,secondary_images
jump to pull-up,"The jump to pull-up is a bodyweight exercise that targets the muscles of the back, biceps, and, to a lesser degree, legs. It involves jumping up to a pull-up bar between reps. Similar to a push-press, the legs help power through the most difficult portion of the pull-up, allowing you to perform more reps. Jumping pull-ups are often performed for moderate to high reps, such as 8-12 reps per set or more, as an accessory to other pulling or pull-up training, or as a full-body movement in a circuit or metcon.",strength,lats,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
jumping jack,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",cardio,legs,Bodyweight,Intermediate,0.0,,,"full_muscle, cardio_system","full_muscle, cardio_system",[]
jumping jack-,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",plyometrics,legs,Bodyweight,Intermediate,8.5,Average,,full_muscle,full_muscle,[]
jumping knee up-down,"The jumping knee up-down is an explosive bodyweight movement that consists of a knee up-down followed by a jump squat. It targets the muscles of the lower body, including the quads, glutes, and hamstrings, but is also a challenging power and conditioning exercise.",plyometrics,legs,Bodyweight,Intermediate,0.0,,,full_muscle,full_muscle,[]
jumping rope,"Jumping rope is a classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance.",cardio,legs,Bodyweight,Intermediate,9.2,Average,,"full_muscle, cardio_system","full_muscle, cardio_system",[]
keg load,No description available,strongman,lower back,Other,Beginner,0.0,Average,,full_muscle,full_muscle,[]
kettlebell 3-point leg extension,"The kettlebell 3-point leg extension is a dynamic core exercise performed around and over a kettlebell or other short, stationary object. It is similar in some ways to a V-up or reverse crunch, but targets both the obliques and the rectus abdominis or ""six-pack"" muscles. It can be performed for reps or for time, usually in dedicated ab training or as part of a kettlebell and bodyweight circuit workout.",strength,core,Kettlebell,Intermediate,0.0,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,legs_quads,[]
kettlebell alternating floor press,"The kettlebell alternating floor press limits the range of motion you would achieve with a dumbbell or kettlebell bench press, but still targets the chest, triceps, and anterior delts. This allows you to build strength in the top portion of the lift, overload the triceps, and work on strengthening the shoulder stabilizers.",strength,chest,Kettlebell,Beginner,6.0,Average,,full_muscle,full_muscle,[]
kettlebell alternating renegade row,"The kettlebell alternating renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.",strength,middle back,Kettlebell,Intermediate,8.5,Average,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,[]
kettlebell arnold press,No description available,strength,shoulders,Kettlebell,Beginner,6.8,Average,,full_muscle,full_muscle,[]
kettlebell bent-over row to clean,"The kettlebell bent-over row to clean is a combination kettlebell exercise that targets many of the muscles of the upper body including the lats (latissimus dorsi), biceps, shoulders, and core. It also strengthens and trains power output of the lower body. It can be done for reps or for time as a strength or muscle-focused complex, or in circuit-style training for conditioning or fat loss.",strength,middle back,Kettlebell,Intermediate,5.9,,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,[]
kettlebell crab reach,"The kettlebell crab reach is a kettlebell pressing exercise in which the lifter presses a kettlebell overhead while in a modified single-arm bridge position. The simple addition of a weight makes the reach far more difficult, challenging the muscles of the back, shoulders, glutes, and core.",strength,core,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
kettlebell curtsy lunge,No description available,strength,legs,Kettlebell,Beginner,7.7,Average,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
kettlebell dead clean,No description available,strength,legs,Kettlebell,Beginner,5.3,Average,,full_muscle,full_muscle,[]
kettlebell deadlift,"The kettlebell deadlift is a foundational movement in kettlebell training. It's often taught as a buildup or regression to the kettlebell swing, as well as to instruct the ""hip hinge"" motion in a more approachable manner than with a barbell.",strength,lower back,Kettlebell,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
kettlebell fire feet,"Kettlebell fire feet is a dynamic movement that works most of the major muscle groups in the body simultaneously, while also elevating the heart rate. It's a great movement to include in kettlebell or bodyweight circuit training to increase fatigue and burn serious calories.",plyometrics,legs,Kettlebell,Intermediate,0.0,,,full_muscle,full_muscle,[]
kettlebell front rack lunge,"The kettlebell front rack lunge is a dynamic leg and core exercise in which a lifter performs lunges while holding a single kettlebell in the front-racked position. It is a unique coordination challenge, but also challenging to the musculature of the abdomen, lower body, shoulders, and upper back. It is most commonly performed for higher reps, such as 10-15 reps per side, or for time. It can work in circuit-style workouts, as well as in muscle or strength-focused workouts.",strength,legs,Kettlebell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
kettlebell hang clean,No description available,strength,legs,Kettlebell,Beginner,0.0,,,full_muscle,full_muscle,[]
kettlebell one-legged deadlift,"The kettlebell single-leg deadlift is a variation on the kettlebell deadlift where one foot stays planted on the ground while the other raises into the air at the bottom of the movement. It's popular in lower-body training for strength and muscle building, but also trains balance, grip, and the core muscles.",strength,legs,Kettlebell,Intermediate,8.6,Average,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
kettlebell pass between the legs,No description available,strength,core,Kettlebell,Beginner,7.3,Average,,full_muscle,full_muscle,[]
kettlebell pass-through lunge,"The kettlebell pass-through lunge is a dynamic leg and core exercise in which a lifter passes a weight under their front leg during lunges. It is a unique coordination challenge, but also challenging to the musculature of the abdomen, lower body, shoulders, and upper back. It is most commonly performed for higher reps, such as 10-15 reps per side, or for time. It can work in circuit-style workouts, or in lower-body or full-body time-efficient training.",strength,legs,Kettlebell,Intermediate,8.7,Average,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
kettlebell pirate ship,"The kettlebell pirate ship is a rotational shoulder and core-focused kettlebell movement. It demands the lifter raise the kettlebell to the side in both directions, emphasizing core strength in the transverse abdominis and obliques in particular. It is best learned with a light weight, using controlled movements in both directions.",strength,shoulders,Kettlebell,Intermediate,7.8,Average,,full_muscle,full_muscle,[]
kettlebell pistol squat,No description available,strength,legs,Kettlebell,Beginner,9.1,Average,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
kettlebell plyo push-up,"The kettlebell plyo push-up is an explosive upper-body movement that uses a kettlebell primarily as a platform for the hands. A short step, dumbbell, or other stationary object could also be used in place of the kettlebell. It can be performed for reps or time, either for low reps to build explosive power or for higher reps for conditioning.",strength,chest,Kettlebell,Intermediate,8.0,Average,,full_muscle,full_muscle,[]
kettlebell power clean,"The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",strength,legs,Kettlebell,Intermediate,0.0,,,full_muscle,full_muscle,[]
kettlebell seated press,No description available,strength,shoulders,Kettlebell,Beginner,7.0,Average,,full_muscle,full_muscle,[]
kettlebell side squat,"The kettlebell side squat is a popular movement to build mobility and lateral strength in the hips. It can be performed for time or for reps, either on its own or as part of a kettlebell circuit, complex, or flow.",strength,legs,Kettlebell,Intermediate,0.0,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
kettlebell sumo deadlift high pull,"The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher reps for conditioning and fat loss. It can also be a component of a circuit-style kettlebell workout, either for time or reps.",strength,traps,Kettlebell,Intermediate,8.7,Average,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
kettlebell sumo squat,"The kettlebell sumo squat is a lower-body movement emphasizing the muscles of the hips, glutes, and quads. It shares attributes with both the kettlebell deadlift and the goblet squat, but is usually performed with a wider stance and the feet pointed more outward, similar to a sumo deadlift. Its unique stance helps the lifter keep an upright torso, as well as emphasize stretching the hips and adductor muscles.",strength,legs,Kettlebell,Intermediate,0.0,Average,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
kettlebell swing,"The kettlebell swing is a popular lower-body exercise emphasizing the hamstrings, glutes, and back muscles. It is often used to train explosive power, for aerobic or cardiovascular conditioning, in circuit training, or as an accessory movement for the deadlift.",strength,core,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
kettlebell thruster,"The kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press, while holding the bell in a goblet or bottoms-up grip. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",strength,glutes,Kettlebell,Intermediate,8.6,Average,https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg,glute_maximus,glute_maximus,[]
kettlebell thruster progression,"The kettlebell thruster progression is a kettlebell combination movement that includes a squat, curl, press, and overhead extension in a single sequence. It can work well with a light or moderate weight either for time or reps, in circuit-style training, or as a single kettlebell ""flow.""",strength,legs,Kettlebell,Intermediate,0.0,,https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg,glute_maximus,glute_maximus,[]
kettlebell toe-touch,"The kettlebell toe-touch is a more difficult version of a highly popular abdominal movement usually done for high reps. The simple addition of a weight makes the toe-touch far more difficult, providing a different stimulus to the core during training.",strength,core,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
kettlebell upright row,"The kettlebell upright row is an exercise targeting the muscles of the traps (trapezius), as well as the posterior muscles of the shoulders or deltoid muscles. It is common as a light- or moderate-weight accessory movement in upper-body or shoulder training, usually in rep ranges of 8-12 or more. It may not be appropriate for some people, depending on their shoulder health.",strength,shoulders,Kettlebell,Intermediate,5.9,,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,[]
kettlebell upright row and press,"The kettlebell upright row and press is a combination of two popular kettlebell movements in a single sequence. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow.",strength,shoulders,Kettlebell,Intermediate,5.9,,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,[]
kettlebell windmill,"The single-kettlebell windmill is a dynamic kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. It is often used as a functional warm-up or for multi-directional strength work. It doesn't work as well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.",strength,core,Kettlebell,Intermediate,7.7,Average,,full_muscle,full_muscle,[]
king maker barbell back squat,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",strength,legs,Barbell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
king maker barbell bench press,"The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind",strength,chest,Barbell,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals,"chest_pectorals, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
king maker barbell deadlift,"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.",strength,legs,Barbell,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
king maker barbell thruster,"The barbell thruster is a full-body exercise that incorporates both squatting and pressing in one functional movement. It's especially common in contemporary CrossFit workouts, but also in general strength training. The barbell is usually cleaned into place first, but it could be performed taken from a squat rack in a front-rack position. The thruster can be performed in traditional strength-focused rep ranges to build strength in the press, or in higher reps for full-body conditioning.",strength,shoulders,Barbell,Intermediate,5.9,,https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg,glute_maximus,glute_maximus,[]
king maker burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
king maker dumbbell farmer's carry,"The dumbbell farmer's walk or carry is an exercise with roots in competitive strongman training, but which is also popular in CrossFit and functional training. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",strength,shoulders,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
king maker dumbbell lateral raise,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.",strength,shoulders,Dumbbell,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_lateral,shoulders_lateral,[]
king maker dumbbell shrug,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It’s a often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.",strength,shoulders,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
king maker explosive high jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
king maker hack squat,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",strength,legs,Machine,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
king maker incline barbell bench press,The incline bench press is an upper body compound movement that targets the upper chest.,strength,chest,Barbell,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals_upper,"chest_pectorals_upper, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
king maker lat pull-down,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",strength,lats,Machine,Intermediate,5.9,,,full_muscle,full_muscle,[]
king maker leg press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,strength,legs,Machine,Intermediate,5.9,,,full_muscle,"full_muscle, glute_maximus, legs_quads","['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg', 'https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg']"
king maker pull-up,"The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.",strength,lats,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
king maker push-up,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",strength,chest,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
king maker standing dumbbell shoulder press,The standing dumbbell shoulder press is a classic deltoid-builder (especially the front deltoids) that’s ubiquitous in gyms around the world. Performing the move standing up as opposed to seated allows for more weight to be used.,strength,chest,Dumbbell,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_anterior,shoulders_anterior,[]
king maker weighted jump squat,"The dumbbell jump squat takes a classic bodybuilding move, the squat, and adds a plyometric element, the jump. It builds not only lower-body strength but also explosiveness.",strength,legs,Dumbbell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
kipping clapping pull-up,No description available,strength,shoulders,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
kipping muscle up,No description available,strength,lats,Bodyweight,Intermediate,7.2,Average,,full_muscle,full_muscle,[]
knee across the body,No description available,stretching,glutes,Bodyweight,Intermediate,3.5,Average,,full_muscle,full_muscle,[]
knee circles,No description available,stretching,calves,Bodyweight,Beginner,6.3,Average,,full_muscle,full_muscle,[]
knee to chest,No description available,stretching,legs,Bodyweight,Beginner,0.0,,,full_muscle,full_muscle,[]
knee tuck jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",plyometrics,legs,Bodyweight,Intermediate,8.1,Average,,full_muscle,full_muscle,[]
knee up-down,"The knee up-down is a bodyweight exercise that mimics getting up and down from a kneeling position on the floor. It combines the low position of a squat with lunges, bringing some of the benefits of both. It can be done for time or reps as part of a dynamic warm-up or as part of a bodyweight circuit or workout.",strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
knee-in to v-out,"The knee-in to V-out is a bodyweight abdominal exercise performed on the floor. It is similar to both the reverse crunch and the V-up exercise, but combines elements of both. It primarily targets the muscles of the rectus abdominis, or “six-pack” muscles. It can be performed for reps or time, either as part of an ab-focused workout or as a component of a circuit workout.",strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
knee-to-nose pulse,"The knee-to-nose pulse is a bodyweight exercise that targets the core by pulsing your knee toward your nose. It starts in a straight-arm plank position, and is similar to a mountain climber, but with a hold or pause in the bent-knee position.",strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
knee-tuck kick-up,"The knee-tuck kick-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.",strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
kneeling cable crunch,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.",strength,core,Cable,Intermediate,8.9,Average,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,rectus_abdominis,rectus_abdominis,[]
kneeling cable crunches,No description available,strength,core,Cable,Intermediate,5.9,,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,rectus_abdominis,rectus_abdominis,[]
kneeling cable oblique crunch,"The kneeling cable oblique crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the obliques and rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed for moderate to high reps, such as 8-12 reps per set or higher.",strength,core,Cable,Intermediate,9.0,Average,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,rectus_abdominis,rectus_abdominis,[]
kneeling cable triceps extension,The kneeling cable triceps extension is a single-joint exercise meant to isolate the triceps muscles using a high pully on a cable stack and a bench. It can also be performed in a tall-kneeling stance from a low pully. It is most commonly used in muscle-building triceps or arm workouts.,strength,arms,Cable,Intermediate,9.0,Average,https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg,arms_triceps,arms_triceps,[]
kneeling cable triceps extension - gethin variation,"The kneeling cable triceps extension is an single-joint exercise meant to isolate the triceps muscles, using a high pully on a cable stack and a bench. It can also be performed in a tall-kneeling stance from a low pully. It is most commonly used in muscle-building triceps or overall arms workouts.",strength,arms,Cable,Intermediate,5.9,,https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg,arms_triceps,arms_triceps,[]
kneeling hip flexor stretch,"The kneeling hip flexor stretch is a stretch targeting greater flexibility in the front side of the hips. It targets a chronically tight muscle group and is often performed as part of a dynamic warm-up, a cool-down, or as recovery work after training.",stretching,legs,Bodyweight,Intermediate,5.4,Average,,full_muscle,full_muscle,[]
kneeling jump squat,No description available,olympic weightlifting,glutes,Barbell,Beginner,7.6,Average,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
kneeling lat pull-down,"The kneeling lat pull-down is a variation of the lat pull-down exercise performed with the knees on the ground rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.",strength,lats,Cable,Intermediate,7.9,Average,,full_muscle,full_muscle,[]
kneeling quad thoracic stretch,"The kneeling quad thoracic stretch is a stretch targeting greater range of motion in your thoracic spine. It is commonly included in dynamic warm-ups or cool-downs, but can also be performed as full-body mobility work any time.",strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
kneeling squat,No description available,powerlifting,glutes,Barbell,Beginner,8.6,Average,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
knees tucked crunch,"The knees tucked crunch is a core exercise that involves performing a crunch while keeping the knees bent in a 90-degree position. It primarily targets the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps as part of any abs-focused circuit or workout.",strength,core,Bodyweight,Intermediate,8.4,Average,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,rectus_abdominis,rectus_abdominis,[]
kv barbell hip thrust,No description available,strength,core,Barbell,Intermediate,5.9,,https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg,glute_maximus,glute_maximus,[]
kv bulgarian split squat,No description available,strength,legs,Barbell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
kv cable squat,No description available,strength,legs,Cable,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
kv dumbbell lunges,No description available,strength,legs,Dumbbell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
kv romanian deadlift with kettlebell,No description available,strength,lower back,Kettlebell,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
l-sit chin-up,"The L-sit chin-up is an exercise targeting the back, biceps, core, and overall upper-body strength. It is considered significantly more difficult than standard chin-ups, and as such, is often performed for relatively low reps, such as 5-8 reps per set or less, with a focus on strength and form.",strength,lats,Other,Beginner,0.0,,,full_muscle,full_muscle,[]
landmine linear jammer,"The linear jammer is an explosive pressing movement performed using an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The linear jammer involves pressing the weight into the air, then catching it with the other hand. The movement focuses primarily on the muscles of the shoulders or deltoids. It can be trained in traditional muscle and strength-focused rep ranges, for lower reps with a focus on explosive pressing power, or for higher reps.",strength,shoulders,Other,Intermediate,6.8,Average,,full_muscle,full_muscle,[]
